Name,Status,District,Population Census 1991-03-01,Population Census 2001-03-01,Population Census 2011-03-01,query,lat,lon
Valangaiman,Town Panchayat,Thiruvarur,...,"11,281","11,754","Valangaiman, Thiruvarur, Tamil Nadu, India",10.8561507,79.3570411
Valasaravakkam,Municipality,Thiruvallur,"21,953","30,978","47,378","Valasaravakkam, Thiruvallur, Tamil Nadu, India",13.0410164,80.1721682
Valathur,Census Town,Vellore,...,"5,102","5,529","Valathur, Vellore, Tamil Nadu, India",12.8795079,78.825734
Valavanur,Town Panchayat,Viluppuram,...,"14,083","16,745","Valavanur, Viluppuram, Tamil Nadu, India",11.9204953,79.5776739
Vallam,Town Panchayat,Thanjavur,...,"14,816","16,758","Vallam, Thanjavur, Tamil Nadu, India",10.7188244,79.0613163
Vallam,Census Town,Kanchipuram,...,"6,412","7,745","Vallam, Kanchipuram, Tamil Nadu, India",12.9117297,79.9217379
Valparai,Municipality,Coimbatore,"106,523","95,107","70,859","Valparai, Coimbatore, Tamil Nadu, India",10.3279931,76.9557258
Vanagaram,Census Town,Thiruvallur,...,...,"19,208","Vanagaram, Thiruvallur, Tamil Nadu, India",13.0604406,80.1533447
Vanavasi,Town Panchayat,Salem,...,"6,780","7,130","Vanavasi, Salem, Tamil Nadu, India",11.750905,77.8840495
Vandalur,Census Town,Kanchipuram,...,"13,375","16,852","Vandalur, Kanchipuram, Tamil Nadu, India",12.7980677,79.8196316
Vandavasi,Municipality,Tiruvannamalai,"24,578","29,610","31,320","Vandavasi, Tiruvannamalai, Tamil Nadu, India",12.5056013,79.6049607
Vandiyur,Census Town,Madurai,...,"21,977","28,646","Vandiyur, Madurai, Tamil Nadu, India",9.9155465,78.1609778
Vanganur,Census Town,Thiruvallur,...,"5,760","6,584","Vanganur, Thiruvallur, Tamil Nadu, India",13.1860003,79.4600028
Vaniputhur,Town Panchayat,Erode,...,"12,207","12,044","Vaniputhur, Erode, Tamil Nadu, India",11.5076289,77.3627483
Vaniyambadi,Municipality,Vellore,"72,426","85,752","95,061","Vaniyambadi, Vellore, Tamil Nadu, India",12.8536448,78.9625597
Vasudevanallur,Town Panchayat,Tirunelveli,...,"19,062","21,361","Vasudevanallur, Tirunelveli, Tamil Nadu, India",9.2367619,77.412869
Vavarai,Census Town,Kanniyakumari,...,...,"8,362","Vavarai, Kanniyakumari, Tamil Nadu, India",8.2916777,77.1620671
Vazhapadi,Town Panchayat,Salem,...,"16,104","17,559","Vazhapadi, Salem, Tamil Nadu, India",11.7056842,78.3573363
Vedapatti,Town Panchayat,Coimbatore,...,"9,732","11,658","Vedapatti, Coimbatore, Tamil Nadu, India",11.0024825,76.8924765
Vedaranyam,Municipality,Nagapattinam,"29,832","31,627","34,266","Vedaranyam, Nagapattinam, Tamil Nadu, India",10.4279477,79.7489583
Vedasandur,Town Panchayat,Dindigul,"7,541","10,813","11,730","Vedasandur, Dindigul, Tamil Nadu, India",10.5990268,78.0016771
Veeraganur,Town Panchayat,Salem,...,"10,547","11,624","Veeraganur, Salem, Tamil Nadu, India",11.4761379,78.7380844
Veerakeralam,Town Panchayat,Coimbatore,"10,572","19,994","23,841","Veerakeralam, Coimbatore, Tamil Nadu, India",11.006103,76.9122951
Veerapandi,Census Town,Tiruppur,"8,515","21,848","50,301","Veerapandi, Tiruppur, Tamil Nadu, India",11.0362152,77.3594759
Veerapandi,Town Panchayat,Coimbatore,"8,515","12,794","16,953","Veerapandi, Coimbatore, Tamil Nadu, India",11.0831289,76.8485978
Veerapandi,Town Panchayat,Theni,"9,325","14,294","16,158","Veerapandi, Theni, Tamil Nadu, India",9.9639112,77.4351032
Veeravanallur,Town Panchayat,Tirunelveli,...,"19,785","19,585","Veeravanallur, Tirunelveli, Tamil Nadu, India",8.6894559,77.5221777
Velampalayam,Municipality,Tiruppur,"26,248","45,679","87,427","Velampalayam, Tiruppur, Tamil Nadu, India",11.0532369,77.25502
Velankanni,Town Panchayat,Nagapattinam,...,"10,151","11,108","Velankanni, Nagapattinam, Tamil Nadu, India",10.6868771,79.8461807
Vellakinar,Town Panchayat,Coimbatore,...,"9,772","15,998","Vellakinar, Coimbatore, Tamil Nadu, India",11.0733308,76.9558099
Vellakkalpatty,Census Town,Salem,...,"5,475","5,475","Vellakkalpatty, Salem, Tamil Nadu, India",11.5494935,77.9034527
Vellakoil,Municipality,Tiruppur,...,"34,438","40,359","Vellakoil, Tiruppur, Tamil Nadu, India",10.7950722,77.5390839
Vellore,Municipal Corporation,Vellore,"175,061","177,230","185,803","Vellore, Vellore, Tamil Nadu, India",12.9071753,79.1309695
Velur,Town Panchayat,Namakkal,...,"18,413","25,012","Velur, Namakkal, Tamil Nadu, India",11.1864537,77.95902
Vembadithalam,Census Town,Salem,...,"6,022","7,331","Vembadithalam, Salem, Tamil Nadu, India",11.57176,78.00823
Venkarai,Town Panchayat,Namakkal,...,"8,928","9,330","Venkarai, Namakkal, Tamil Nadu, India",11.0927745,77.9516064
Venkatachalapuram,Census Town,Virudhunagar,...,...,"9,540","Venkatachalapuram, Virudhunagar, Tamil Nadu, India",9.3745449,77.9126143
Venkatapuram,Census Town,Krishnagiri,...,...,"7,430","Venkatapuram, Krishnagiri, Tamil Nadu, India",12.5274414,78.3572952
Veppathur,Town Panchayat,Thanjavur,...,"7,417","7,949","Veppathur, Thanjavur, Tamil Nadu, India",11.0105,79.4363
Verkilambi,Town Panchayat,Kanniyakumari,...,"18,003","19,730","Verkilambi, Kanniyakumari, Tamil Nadu, India",8.2953218,77.2929688
Vettaikaranpudur,Town Panchayat,Coimbatore,...,"18,360","17,392","Vettaikaranpudur, Coimbatore, Tamil Nadu, India",10.5644646,76.9173101
Vettavalam,Town Panchayat,Tiruvannamalai,...,"13,402","15,506","Vettavalam, Tiruvannamalai, Tamil Nadu, India",12.1102546,79.2454016
Vikramasingapuram,Municipality,Tirunelveli,"49,834","48,309","47,241","Vikramasingapuram, Tirunelveli, Tamil Nadu, India",8.7141792,77.3892867
Vikravandi,Town Panchayat,Viluppuram,...,"10,145","12,022","Vikravandi, Viluppuram, Tamil Nadu, India",12.0473092,79.4475687
Vilangudi,Town Panchayat,Madurai,"14,040","21,167","30,884","Vilangudi, Madurai, Tamil Nadu, India",9.9520462,78.083295
Vilankurichi,Census Town,Coimbatore,"5,130","9,124","24,235","Vilankurichi, Coimbatore, Tamil Nadu, India",11.0536863,76.9973661
Vilapakkam,Town Panchayat,Vellore,...,"8,052","8,174","Vilapakkam, Vellore, Tamil Nadu, India",12.8506178,79.2953877
Vilar,Census Town,Thanjavur,...,"5,628","9,028","Vilar, Thanjavur, Tamil Nadu, India",10.730722,79.1565148
Vilavancode,Census Town,Kanniyakumari,...,...,"6,731","Vilavancode, Kanniyakumari, Tamil Nadu, India",8.3830886,77.2056179
Villukuri,Town Panchayat,Kanniyakumari,...,"13,696","15,304","Villukuri, Kanniyakumari, Tamil Nadu, India",8.2231058,77.350582
Viluppuram,Municipality,Viluppuram,"88,788","95,455","96,253","Viluppuram, Viluppuram, Tamil Nadu, India",11.9137874,79.507893
Viraganur,Census Town,Madurai,...,"5,284","7,121","Viraganur, Madurai, Tamil Nadu, India",9.9005203,78.162842
Viralimalai,Census Town,Pudukkottai,...,"7,184","10,883","Viralimalai, Pudukkottai, Tamil Nadu, India",10.6022657,78.5470947
Virinchipuram,Census Town,Vellore,...,"6,245","7,699","Virinchipuram, Vellore, Tamil Nadu, India",12.9589543,79.0152159
Virudampattu,Census Town,Vellore,...,"5,352","7,662","Virudampattu, Vellore, Tamil Nadu, India",12.9400546,79.1220851
Virudhachalam,Municipality,Cuddalore,"52,819","60,164","73,585","Virudhachalam, Cuddalore, Tamil Nadu, India",11.5478752,79.38454
Virudhunagar,Municipality,Virudhunagar,"70,971","72,081","72,296","Virudhunagar, Virudhunagar, Tamil Nadu, India",9.5208936,77.8784564
Viswanatham,Census Town,Virudhunagar,"14,899","22,154","25,555","Viswanatham, Virudhunagar, Tamil Nadu, India",9.4211896,77.808584
V.Pudupatti,Town Panchayat,Virudhunagar,...,"7,855","8,316","V.Pudupatti, Virudhunagar, Tamil Nadu, India",9.4826697,77.5810818
Walajabad,Town Panchayat,Kanchipuram,"11,532","10,853","14,684","Walajabad, Kanchipuram, Tamil Nadu, India",12.7918106,79.828395
Walajapet,Municipality with Outgrowth,Vellore,"26,972","29,475","47,498","Walajapet, Vellore, Tamil Nadu, India",12.9291275,79.3638137
Wellington,Cantonment (Board),The Nilgiris,"19,764","20,217","19,462","Wellington, The Nilgiris, Tamil Nadu, India",11.3672532,76.7826466
Yercaud,Census Town,Salem,...,"8,750","11,582","Yercaud, Salem, Tamil Nadu, India",11.7852074,78.2075392
Zamin Uthukuli,Town Panchayat,Coimbatore,...,"14,859","16,354","Zamin Uthukuli, Coimbatore, Tamil Nadu, India",10.652022,76.9794072
Zuzuvadi,Census Town,Krishnagiri,...,...,"32,474","Zuzuvadi, Krishnagiri, Tamil Nadu, India",12.7695338,77.7885075
